Strain,Dye,Time,Fold_change
SN152,CORAL,10,10.01979993
SN152,CORAL,10,10.85922327
SN152,CORAL,10,14.3652515
SN152,CORAL,10,13.19543439
SN152,CORAL,10,11.63829839
SN152,CORAL,10,11.67240274
SN152,CORAL,10,19.56627527
SN152,CORAL,10,13.52219903
SN152,CORAL,10,10.23791244
SN152,CORAL,10,11.66243451
SN152,CORAL,10,12.09298603
SN152,CORAL,10,10.1074538
SN152,CORAL,15,22.26771351
SN152,CORAL,15,19.12922617
SN152,CORAL,15,15.7210736
SN152,CORAL,15,17.17957323
SN152,CORAL,15,18.82697798
SN152,CORAL,15,18.74862673
SN152,CORAL,15,22.93200342
SN152,CORAL,15,21.93232769
SN152,CORAL,15,20.01601841
SN152,CORAL,15,20.32004155
SN152,CORAL,15,156.6063347
SN152,CORAL,15,14.94009674
SN152,CORAL,15,12.29720007
SN152,CORAL,15,12.93034916
SN152,CORAL,15,11.38120043
SN152,CORAL,15,8.634088986
SN152,CORAL,15,10.70215627
SN152,CORAL,15,13.8646054
SN152,CORAL,20,2.833972932
SN152,CORAL,20,2.390616429
SN152,CORAL,20,2.751057532
SN152,CORAL,20,3.340213286
SN152,CORAL,20,3.49463371
SN152,CORAL,20,3.239928758
SN152,CORAL,20,3.808038708
SN152,CORAL,20,3.225602397
SN152,CORAL,20,2.590551575
SN152,CORAL,20,2.7049089
SN152,CORAL,20,3.39942046
SN152,CORAL,20,2.865795203
SN152,CORAL,20,3.456852687
SN152,CORAL,20,2.566970131
SN152,CORAL,20,3.024526213
SN152,CORAL,20,3.198471058
SN152,CORAL,20,2.537556717
SN152,CORAL,20,2.395814489
SN152,CORAL,20,4.219747265
SN152,CORAL,20,4.550014263
SN152,CORAL,20,7.150058637
SN152,CORAL,20,4.7661775
SN152,CORAL,20,4.312171312
SN152,CORAL,20,8.135154442
SN152,CORAL,20,5.30588829
SN152,CORAL,20,6.09814874
SN152,CORAL,20,6.769015465
SN152,CORAL,20,6.728698803
SN152,CORAL,20,5.686551116
SN152,CORAL,20,5.542653595
SN152,CORAL,20,4.653278167
SN152,CORAL,20,4.526622992
SN152,CORAL,20,4.747857507
SN152,CORAL,20,6.433296843
SN152,CORAL,20,6.510760619
SN152,CORAL,20,5.659546559
SN152,CORAL,20,5.621607059
SN152,CORAL,20,4.409951896
SN152,CORAL,20,4.151189922
SN152,CORAL,20,3.968623904
SN152,CORAL,20,4.522534274
SN152,CORAL,20,3.778958096
SN152,CORAL,20,3.512589205
SN152,CORAL,20,3.414967098
SN152,CORAL,20,4.156768328
SN152,CORAL,20,3.913220189
SN152,CORAL,20,126.8353005
SN152,CORAL,20,165.1916602
SN152,CORAL,20,170.1007843
SN152,CORAL,20,96.40623621
SN152,CORAL,20,3.480640151
SN152,CORAL,20,5.332544197
SN152,CORAL,20,3.990303618
SN152,CORAL,20,3.755376652
SN152,CORAL,20,3.010152309
SN152,CORAL,25,2.684053268
SN152,CORAL,25,3.798593452
SN152,CORAL,25,4.381283326
SN152,CORAL,25,5.6610204
SN152,CORAL,25,4.871042026
SN152,CORAL,25,3.209691262
SN152,CORAL,25,3.211085863
SN152,CORAL,25,4.626226067
SN152,CORAL,25,5.525490488
SN152,CORAL,25,2.879677828
SN152,CORAL,25,2.387637053
SN152,CORAL,25,6.39537319
SN152,CORAL,25,5.641147328
SN152,CORAL,25,4.537383611
SN152,CORAL,25,5.389992271
SN152,CORAL,25,2.740122588
SN152,CORAL,25,2.972513916
SN152,CORAL,25,3.157742355
SN152,CORAL,25,3.758181703
SN152,CORAL,25,3.582715474
SN152,CORAL,25,14.64589921
SN152,CORAL,25,3.922300946
SN152,CORAL,25,87.80834347
SN152,CORAL,25,7.88347641
SN152,CORAL,25,15.08710042
SN152,CORAL,25,8.215518355
SN152,CORAL,25,6.8864631
SN152,CORAL,25,5.354049586
SN152,CORAL,25,17.17646707
SN152,CORAL,25,3.347598335
SN152,CORAL,25,2.896761696
SN152,CORAL,25,4.304168201
iFAST,CORAL,-5,0.68062611
iFAST,CORAL,-5,0.797916186
iFAST,CORAL,-5,0.570874526
iFAST,CORAL,-5,1.78545872
iFAST,CORAL,-5,1.085487508
iFAST,CORAL,-5,1.835124083
iFAST,CORAL,-5,0.937156579
iFAST,CORAL,-5,0.927179163
iFAST,CORAL,-5,0.644485689
iFAST,CORAL,-5,0.804789518
iFAST,CORAL,-5,0.585535785
iFAST,CORAL,-5,0.768233371
iFAST,CORAL,-5,0.74362241
iFAST,CORAL,-5,0.816124972
iFAST,CORAL,-5,0.776880466
iFAST,CORAL,-5,0.911908172
iFAST,CORAL,-5,0.686861995
iFAST,CORAL,-5,0.842066255
iFAST,CORAL,-5,1.38860697
iFAST,CORAL,-5,1.434281367
iFAST,CORAL,-5,0.806147555
iFAST,CORAL,-5,1.43649857
iFAST,CORAL,-5,0.771115736
iFAST,CORAL,-5,0.777767347
iFAST,CORAL,-5,0.634979428
iFAST,CORAL,-5,1.441376419
iFAST,CORAL,-5,1.227637981
iFAST,CORAL,-5,0.786192721
iFAST,CORAL,-5,0.681097266
iFAST,CORAL,-5,0.654934262
iFAST,CORAL,-5,0.856478079
iFAST,CORAL,-5,0.807034436
iFAST,CORAL,-5,0.674002214
iFAST,CORAL,-5,0.700165217
iFAST,CORAL,-5,1.195571672
iFAST,CORAL,-5,0.521541743
iFAST,CORAL,-5,0.708895457
iFAST,CORAL,-5,0.71643395
iFAST,CORAL,-5,1.439907521
iFAST,CORAL,-5,1.016199892
iFAST,CORAL,-5,0.915095402
iFAST,CORAL,-5,0.773194365
iFAST,CORAL,-5,0.88981928
iFAST,CORAL,-5,0.833058865
iFAST,CORAL,-5,1.49910686
iFAST,CORAL,-5,1.166304583
iFAST,CORAL,-5,0.758117379
iFAST,CORAL,-5,0.99713194
iFAST,CORAL,-5,1.823927204
iFAST,CORAL,-5,1.818605915
iFAST,CORAL,-5,1.474717619
iFAST,CORAL,-5,1.184929094
iFAST,CORAL,-5,1.448776336
iFAST,CORAL,-5,1.796433878
iFAST,CORAL,-5,0.932167871
iFAST,CORAL,-5,1.661406172
iFAST,CORAL,-5,0.87185993
iFAST,CORAL,-5,0.942810449
iFAST,CORAL,-5,0.646148592
iFAST,CORAL,-5,1.070077942
iFAST,CORAL,-5,0.775189848
iFAST,CORAL,-5,0.843923163
iFAST,CORAL,2,41.28968214
iFAST,CORAL,2,42.24396661
iFAST,CORAL,2,30.45221211
iFAST,CORAL,2,38.56695598
iFAST,CORAL,2,39.32235728
iFAST,CORAL,2,43.24037796
iFAST,CORAL,2,32.61775497
iFAST,CORAL,2,32.84191427
iFAST,CORAL,2,397.2221888
iFAST,CORAL,2,294.5913765
iFAST,CORAL,2,223.4705765
iFAST,CORAL,2,230.1104364
iFAST,CORAL,2,46.45790084
iFAST,CORAL,2,48.98373931
iFAST,CORAL,2,48.11104793
iFAST,CORAL,2,61.03401977
iFAST,CORAL,2,64.46137327
iFAST,CORAL,2,83.29762741
iFAST,CORAL,2,165.681656
iFAST,CORAL,2,157.7731121
iFAST,CORAL,2,133.8944933
iFAST,CORAL,2,158.0389548
iFAST,CORAL,5,258.5741494
iFAST,CORAL,5,226.9650281
iFAST,CORAL,5,152.1395023
iFAST,CORAL,5,150.2644132
iFAST,CORAL,5,572.7320438
iFAST,CORAL,5,241.503316
iFAST,CORAL,5,383.4316252
iFAST,CORAL,5,331.6186785
iFAST,CORAL,5,422.8776747
iFAST,CORAL,5,258.3844399
iFAST,CORAL,5,192.7325945
iFAST,CORAL,5,193.5372177
iFAST,CORAL,5,738.8287604
iFAST,CORAL,5,434.0175713
iFAST,CORAL,5,595.0231447
iFAST,CORAL,5,578.3715014
iFAST,CORAL,5,134.9697817
iFAST,CORAL,5,126.4872037
iFAST,CORAL,5,113.8797399
iFAST,CORAL,5,195.6202806
iFAST,CORAL,5,204.7904135
iFAST,CORAL,10,57.36199784
iFAST,CORAL,10,43.527977
iFAST,CORAL,10,51.28708139
iFAST,CORAL,10,64.1552883
iFAST,CORAL,10,72.67289808
iFAST,CORAL,10,48.1297833
iFAST,CORAL,10,88.29808695
iFAST,CORAL,10,103.6677431
iFAST,CORAL,10,103.8748299
iFAST,CORAL,10,91.09619803
iFAST,CORAL,10,91.4251202
iFAST,CORAL,10,109.7203766
iFAST,CORAL,10,102.4273285
iFAST,CORAL,10,118.185217
iFAST,CORAL,10,87.97625983
iFAST,CORAL,15,266.4062275
iFAST,CORAL,15,91.41763714
iFAST,CORAL,15,59.10078443
iFAST,CORAL,15,72.67162319
iFAST,CORAL,15,71.27411969
iFAST,CORAL,15,179.7270873
iFAST,CORAL,15,96.61143684
iFAST,CORAL,15,84.72478601
iFAST,CORAL,15,836.0118477
iFAST,CORAL,15,825.1160653
iFAST,CORAL,15,66.74814175
iFAST,CORAL,15,84.08002317
iFAST,CORAL,15,341.4889488
iFAST,CORAL,15,78.244343
iFAST,CORAL,15,82.84127146
iFAST,CORAL,15,81.26217897
iFAST,CORAL,15,258.0110073
iFAST,CORAL,15,100.1818
iFAST,CORAL,15,119.5149295
iFAST,CORAL,15,128.9808373
iFAST,CORAL,15,654.6785072
iFAST,CORAL,15,597.6531364
iFAST,CORAL,15,74.897474
iFAST,CORAL,15,88.69047657
iFAST,CORAL,15,86.86416588
iFAST,CORAL,15,98.6572507
iFAST,CORAL,15,101.203044
iFAST,CORAL,15,86.0426919
iFAST,CORAL,15,108.2306929
iFAST,CORAL,15,115.892462
iFAST,CORAL,15,549.3790131
iFAST,CORAL,15,120.7092817
iFAST,CORAL,15,133.8670554
iFAST,CORAL,15,108.7629881
iFAST,CORAL,15,147.5558494
iFAST,CORAL,15,309.8755594
iFAST,CORAL,15,366.456381
iFAST,CORAL,15,541.7919637
iFAST,CORAL,15,212.8675757
iFAST,CORAL,15,511.9517275
iFAST,CORAL,15,100.9593179
iFAST,CORAL,15,94.74626964
iFAST,CORAL,15,109.6181635
iFAST,CORAL,20,14.90894892
iFAST,CORAL,20,20.86746218
iFAST,CORAL,20,12.44718764
iFAST,CORAL,20,10.90955686
iFAST,CORAL,20,151.3640908
iFAST,CORAL,20,16.53859365
iFAST,CORAL,20,14.97967772
iFAST,CORAL,20,22.11729991
iFAST,CORAL,20,20.52091324
iFAST,CORAL,20,12.51614267
iFAST,CORAL,20,11.61662313
iFAST,CORAL,20,14.05554721
iFAST,CORAL,20,11.72570955
iFAST,CORAL,20,11.47716101
iFAST,CORAL,20,18.16424741
iFAST,CORAL,20,16.63459857
iFAST,CORAL,20,17.60551208
iFAST,CORAL,20,13.56953616
iFAST,CORAL,20,13.21677905
iFAST,CORAL,20,11.99820389
iFAST,CORAL,20,12.30972101
iFAST,CORAL,20,12.49308375
iFAST,CORAL,20,12.72367294
iFAST,CORAL,20,16.1734202
iFAST,CORAL,20,51.28092865
iFAST,CORAL,20,18.97316647
iFAST,CORAL,20,24.34678139
iFAST,CORAL,20,33.55881937
iFAST,CORAL,20,20.30082805
iFAST,CORAL,20,128.7422662
iFAST,CORAL,20,101.852463
iFAST,CORAL,20,14.36603888
iFAST,CORAL,20,13.11841835
iFAST,CORAL,20,14.94140324
iFAST,CORAL,20,16.09301885
iFAST,CORAL,20,14.50838335
iFAST,CORAL,20,15.13563028
iFAST,CORAL,20,17.63774467
iFAST,CORAL,20,18.56076658
iFAST,CORAL,20,18.53526874
iFAST,CORAL,20,14.38111586
iFAST,CORAL,20,12.50674727
iFAST,CORAL,20,14.0754189
iFAST,CORAL,20,38.86885598
iFAST,CORAL,20,16.19218328
iFAST,CORAL,20,13.06526089
iFAST,CORAL,20,12.465729
iFAST,CORAL,20,22.67129597
iFAST,CORAL,20,11.3664394
iFAST,CORAL,20,14.10335567
iFAST,CORAL,20,11.69791136
iFAST,CORAL,20,12.51384232
iFAST,CORAL,20,12.39366988
iFAST,CORAL,20,15.0179522
iFAST,CORAL,25,6.164574628
iFAST,CORAL,25,5.344430974
iFAST,CORAL,25,4.486816578
iFAST,CORAL,25,5.402965152
iFAST,CORAL,25,5.274145617
iFAST,CORAL,25,6.525757112
iFAST,CORAL,25,6.204706015
iFAST,CORAL,25,5.927998992
iFAST,CORAL,25,5.575657607
iFAST,CORAL,25,5.436638934
iFAST,CORAL,25,4.799414587
iFAST,CORAL,25,5.371453145
iFAST,CORAL,25,5.659246186
iFAST,CORAL,25,7.168940195
iFAST,CORAL,25,14.03562009
iFAST,CORAL,25,7.874897857
iFAST,CORAL,25,6.768956645
iFAST,CORAL,25,24.31635027
iFAST,CORAL,25,9.106776239
iFAST,CORAL,25,7.955825792
iFAST,CORAL,25,6.447683827
iFAST,CORAL,25,6.900880266
iFAST,CORAL,25,7.555177081
iFAST,CORAL,25,7.012405612
iFAST,CORAL,25,6.054573608
iFAST,CORAL,25,7.261397589
iFAST,CORAL,25,7.977443528
iFAST,CORAL,25,7.244657701
iFAST,CORAL,25,8.698921616
iFAST,CORAL,25,8.067461999
iFAST,CORAL,25,10.79484429
iFAST,CORAL,25,11.06866894
iFAST,CORAL,25,6.332500094
iFAST,CORAL,25,25.17252348
iFAST,CORAL,25,10.65050432
iFAST,CORAL,25,7.824456472
iFAST,CORAL,25,12.10698544
iFAST,LIME,-5,1.025042762
iFAST,LIME,-5,1.089669816
iFAST,LIME,-5,0.991965923
iFAST,LIME,-5,0.961433456
iFAST,LIME,-5,1.35658658
iFAST,LIME,-5,1.019202822
iFAST,LIME,-5,1.03396018
iFAST,LIME,-5,1.10825585
iFAST,LIME,-5,1.019711696
iFAST,LIME,-5,1.032811578
iFAST,LIME,-5,0.961569156
iFAST,LIME,-5,0.831500847
iFAST,LIME,-5,0.747536563
iFAST,LIME,-5,0.947015346
iFAST,LIME,-5,0.873737426
iFAST,LIME,2,6.554557318
iFAST,LIME,2,6.422758836
iFAST,LIME,2,7.353999075
iFAST,LIME,2,6.944864019
iFAST,LIME,2,4.095167114
iFAST,LIME,2,4.700727707
iFAST,LIME,2,4.445781609
iFAST,LIME,2,4.145545685
iFAST,LIME,2,6.405457105
iFAST,LIME,2,5.712878982
iFAST,LIME,2,6.037032005
iFAST,LIME,2,5.491009723
iFAST,LIME,2,7.476637816
iFAST,LIME,2,7.4690047
iFAST,LIME,2,7.413452573
iFAST,LIME,2,6.356520346
iFAST,LIME,2,6.282224676
iFAST,LIME,2,5.533670364
iFAST,LIME,2,5.575398069
iFAST,LIME,2,5.985550874
iFAST,LIME,2,5.74027339
iFAST,LIME,5,17.01650708
iFAST,LIME,5,16.45776294
iFAST,LIME,5,15.75907832
iFAST,LIME,5,26.29583263
iFAST,LIME,5,23.53569762
iFAST,LIME,5,27.74358043
iFAST,LIME,5,22.36579527
iFAST,LIME,5,24.57889024
iFAST,LIME,5,25.56101792
iFAST,LIME,5,5.729998973
iFAST,LIME,5,6.058731865
iFAST,LIME,5,5.512200709
iFAST,LIME,5,7.503426421
iFAST,LIME,5,7.491722309
iFAST,LIME,5,7.542028183
iFAST,LIME,5,6.382303318
iFAST,LIME,5,5.89174835
iFAST,LIME,5,5.438850092
iFAST,LIME,5,5.958919777
iFAST,LIME,5,5.763003115
iFAST,LIME,5,14.48454573
iFAST,LIME,5,20.40275555
iFAST,LIME,5,19.41248587
iFAST,LIME,5,12.62613624
iFAST,LIME,5,14.72066347
iFAST,LIME,5,11.82822111
iFAST,LIME,5,4.155921069
iFAST,LIME,5,4.608819327
iFAST,LIME,10,9.985452451
iFAST,LIME,10,6.596857506
iFAST,LIME,10,7.512322637
iFAST,LIME,10,7.005483688
iFAST,LIME,10,5.518552553
iFAST,LIME,10,6.799898411
iFAST,LIME,10,5.478860346
iFAST,LIME,10,8.096510503
iFAST,LIME,10,7.166288013
iFAST,LIME,10,5.216281131
iFAST,LIME,10,6.535474526
iFAST,LIME,10,6.840799195
iFAST,LIME,10,7.056053086
iFAST,LIME,10,7.750666706
iFAST,LIME,10,7.38376823
iFAST,LIME,10,6.117688605
iFAST,LIME,10,6.671852878
iFAST,LIME,10,5.158969146
iFAST,LIME,10,6.61943881
iFAST,LIME,10,5.632222382
iFAST,LIME,10,6.413853533
iFAST,LIME,10,6.179262413
iFAST,LIME,10,5.449027581
iFAST,LIME,10,4.828200756
iFAST,LIME,10,5.791500084
iFAST,LIME,10,7.007710013
iFAST,LIME,10,5.911085579
iFAST,LIME,10,6.692207856
iFAST,LIME,10,6.615367814
iFAST,LIME,10,7.474856756
iFAST,LIME,10,5.635275629
iFAST,LIME,10,16.68548425
iFAST,LIME,10,14.76244772
iFAST,LIME,10,8.981633994
iFAST,LIME,10,6.893722137
iFAST,LIME,10,9.53376277
iFAST,LIME,10,6.704929717
iFAST,LIME,10,5.914189714
iFAST,LIME,10,4.434891695
iFAST,LIME,10,5.390049033
iFAST,LIME,10,6.153869578
iFAST,LIME,15,5.559198899
iFAST,LIME,15,6.583054287
iFAST,LIME,15,7.203881113
iFAST,LIME,15,7.789595602
iFAST,LIME,15,6.716379392
iFAST,LIME,15,5.040655837
iFAST,LIME,15,6.950352593
iFAST,LIME,15,4.421755465
iFAST,LIME,15,4.777967578
iFAST,LIME,15,6.606862342
iFAST,LIME,15,5.282262155
iFAST,LIME,15,5.007978828
iFAST,LIME,15,6.10205889
iFAST,LIME,15,4.378991837
iFAST,LIME,15,3.781573236
iFAST,LIME,15,5.023735762
iFAST,LIME,15,4.441583394
iFAST,LIME,20,3.849562497
iFAST,LIME,20,3.280640865
iFAST,LIME,20,3.71369302
iFAST,LIME,20,4.074485003
iFAST,LIME,20,4.117085064
iFAST,LIME,20,4.070777489
iFAST,LIME,20,3.749168838
iFAST,LIME,20,3.311027939
iFAST,LIME,20,3.872316455
iFAST,LIME,25,2.372299977
iFAST,LIME,25,2.23083288
iFAST,LIME,25,2.246099114
iFAST,LIME,25,2.298004308
iFAST,LIME,25,2.134146735
iFAST,LIME,25,2.103105394
iFAST,LIME,25,2.092419031
iFAST,LIME,25,1.794727479
iFAST,LIME,25,1.945354316
iFAST,LIME,25,2.255258854
iFAST,LIME,25,2.202844786
iFAST,LIME,25,1.997077768
iFAST,LIME,25,1.404239037
iFAST,LIME,25,1.250558954
iFAST,LIME,25,1.631197041
iFAST,LIME,25,1.651043144
iFAST,LIME,25,1.388463929
iFAST,LIME,25,1.520771286
iFAST,LIME,25,1.348262848
iFAST,LIME,25,1.733480805
iFAST,LIME,25,3.572044183
iFAST,LIME,25,1.745184917
SN152,LIME,-5,0.659329868
SN152,LIME,-5,0.694086439
SN152,LIME,-5,0.710033571
SN152,LIME,-5,1.128748019
SN152,LIME,-5,0.706353464
SN152,LIME,-5,1.874174228
SN152,LIME,-5,0.64011153
SN152,LIME,-5,0.658512067
SN152,LIME,-5,0.72925191
SN152,LIME,-5,1.041243242
SN152,LIME,-5,0.339978322
SN152,LIME,-5,0.574505663
SN152,LIME,-5,0.363512836
SN152,LIME,-5,0.437523886
SN152,LIME,-5,0.579412473
SN152,LIME,-5,1.068457864
SN152,LIME,-5,0.586772688
SN152,LIME,-5,0.59740411
SN152,LIME,-5,0.421167853
SN152,LIME,-5,0.403585117
SN152,LIME,-5,0.417487745
SN152,LIME,-5,2.735137638
SN152,LIME,-5,0.493368056
SN152,LIME,-5,0.671239916
SN152,LIME,-5,0.614402701
SN152,LIME,-5,0.599682271
SN152,LIME,-5,0.478647626
SN152,LIME,-5,2.300884959
SN152,LIME,-5,1.773811792
SN152,LIME,-5,1.005078235
SN152,LIME,-5,3.403281591
SN152,LIME,-5,3.508369104
SN152,LIME,-5,0.526664266
SN152,LIME,-5,1.257778947
SN152,LIME,2,3.323429101
SN152,LIME,2,3.410524978
SN152,LIME,2,3.568360697
SN152,LIME,2,3.370452696
SN152,LIME,2,3.980065416
SN152,LIME,2,2.67812518
SN152,LIME,2,3.632908614
SN152,LIME,2,3.311921464
SN152,LIME,2,4.181244624
SN152,LIME,2,3.946535549
SN152,LIME,2,3.61164577
SN152,LIME,2,3.098475231
SN152,LIME,2,2.693663412
SN152,LIME,5,3.063718661
SN152,LIME,5,2.301936418
SN152,LIME,5,1.594537986
SN152,LIME,5,1.626432251
SN152,LIME,5,2.538098552
SN152,LIME,5,1.762822582
SN152,LIME,5,3.323188142
SN152,LIME,5,2.869717123
SN152,LIME,10,1.358485379
SN152,LIME,10,1.354805272
SN152,LIME,10,5.42295961
SN152,LIME,10,1.300012561
SN152,LIME,10,2.535957502
SN152,LIME,10,7.440314033
SN152,LIME,10,7.931403927
SN152,LIME,10,2.819604867
SN152,LIME,10,10.90766324
SN152,LIME,10,3.843083639
SN152,LIME,10,4.254028971
SN152,LIME,15,2.047132788
SN152,LIME,15,1.565447613
SN152,LIME,15,2.788061088
SN152,LIME,15,1.818557225
SN152,LIME,15,1.595706274
SN152,LIME,15,1.788298564
SN152,LIME,15,2.681980531
SN152,LIME,15,1.767678279
SN152,LIME,15,3.598327286
SN152,LIME,15,1.63624587
SN152,LIME,15,1.619889837
SN152,LIME,15,1.299720489
SN152,LIME,15,2.104028418
SN152,LIME,15,1.969091144
SN152,LIME,15,1.430977655
SN152,LIME,15,2.421744361
SN152,LIME,15,1.297267084
SN152,LIME,15,2.442598303
SN152,LIME,20,1.072021142
SN152,LIME,20,1.103097605
SN152,LIME,20,1.225767854
SN152,LIME,20,1.332082069
SN152,LIME,20,1.288738581
SN152,LIME,20,1.187331176
SN152,LIME,20,1.196326994
SN152,LIME,20,0.982471861
SN152,LIME,20,0.82381834
SN152,LIME,20,2.115536055
SN152,LIME,20,1.402296182
SN152,LIME,20,1.27267462
SN152,LIME,20,2.007060507
SN152,LIME,20,1.051050371
SN152,LIME,20,1.09480276
SN152,LIME,20,1.230966735
SN152,LIME,20,1.486120852
SN152,LIME,20,1.120154611
SN152,LIME,20,0.884218833
SN152,LIME,25,1.359441915
SN152,LIME,25,1.173392039
SN152,LIME,25,0.928460443
SN152,LIME,25,1.266621427
SN152,LIME,25,0.993884575
SN152,LIME,25,1.040499269
SN152,LIME,25,2.908602456
SN152,LIME,25,1.515886236
SN152,LIME,25,1.234562467
SN152,LIME,25,1.487263178
SN152,LIME,25,4.948608687
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0.037552156
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,4.581363004
iFAST,CORAL,-5,0.037552156
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0.037552156
iFAST,CORAL,-5,11.60361613
iFAST,CORAL,-5,0.26286509
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0.037552156
iFAST,CORAL,-5,0
iFAST,CORAL,-5,5.257301808
iFAST,CORAL,-5,5.069541029
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0
iFAST,CORAL,-5,0.075104312
iFAST,CORAL,-5,0
iFAST,CORAL,2,168.3296245
iFAST,CORAL,2,128.7496523
iFAST,CORAL,2,1363.539638
iFAST,CORAL,2,1367.783032
iFAST,CORAL,2,374.340751
iFAST,CORAL,2,672.4297636
iFAST,CORAL,2,1458.171071
iFAST,CORAL,2,1174.351878
iFAST,CORAL,2,631.9793115
iFAST,CORAL,2,186.4980876
iFAST,CORAL,2,125.7011474
iFAST,CORAL,2,194.1587274
iFAST,CORAL,2,161.6761127
iFAST,CORAL,2,234.0391168
iFAST,CORAL,2,1840.895862
iFAST,CORAL,2,1325.980702
iFAST,CORAL,2,173.3923853
iFAST,CORAL,2,304.2616481
iFAST,CORAL,2,388.3033727
iFAST,CORAL,2,1894.595445
iFAST,CORAL,2,1898.012691
iFAST,CORAL,5,484.1557719
iFAST,CORAL,5,559.3727399
iFAST,CORAL,5,386.7079277
iFAST,CORAL,5,483.7426982
iFAST,CORAL,5,180.9596662
iFAST,CORAL,5,167.8164117
iFAST,CORAL,5,143.7454798
iFAST,CORAL,5,521.7454798
iFAST,CORAL,5,452.837274
iFAST,CORAL,5,515.2489569
iFAST,CORAL,5,727.1411683
iFAST,CORAL,5,751.2121001
iFAST,CORAL,5,697.8504868
iFAST,CORAL,5,711.1063978
iFAST,CORAL,5,687.3734353
iFAST,CORAL,5,744.2649513
iFAST,CORAL,10,194.5154729
iFAST,CORAL,10,533.5363352
iFAST,CORAL,10,523.5850139
iFAST,CORAL,10,829.7101878
iFAST,CORAL,10,808.2303547
iFAST,CORAL,10,503.83258
iFAST,CORAL,10,530.9076843
iFAST,CORAL,10,543.7505216
iFAST,CORAL,10,133.4932197
iFAST,CORAL,10,547.8812587
iFAST,CORAL,10,494.4914812
iFAST,CORAL,10,498.2091446
iFAST,CORAL,10,496.2564325
iFAST,CORAL,10,441.880911
iFAST,CORAL,10,478.8322323
iFAST,CORAL,15,205.2460014
iFAST,CORAL,15,177.2320932
iFAST,CORAL,15,350.7230529
iFAST,CORAL,15,149.218185
iFAST,CORAL,15,131.1180459
iFAST,CORAL,15,157.7800765
iFAST,CORAL,15,289.4754868
iFAST,CORAL,15,269.3850834
iFAST,CORAL,15,312.908032
iFAST,CORAL,15,329.5811892
iFAST,CORAL,15,314.9358484
iFAST,CORAL,15,77.93574409
iFAST,CORAL,15,104.0720445
iFAST,CORAL,15,74.89401947
iFAST,CORAL,15,63.6659249
iFAST,CORAL,15,68.73546592
iFAST,CORAL,15,62.16383866
iFAST,CORAL,15,203.9232267
iFAST,CORAL,15,62.27649513
iFAST,CORAL,15,169.3752434
iFAST,CORAL,15,344.2556328
iFAST,CORAL,15,59.7605007
iFAST,CORAL,15,141.9997218
iFAST,CORAL,15,132.3112656
iFAST,CORAL,15,313.8383866
iFAST,CORAL,15,204.8244784
iFAST,CORAL,15,252.0650904
iFAST,CORAL,15,364.8342142
iFAST,CORAL,15,287.8522949
iFAST,CORAL,15,153.0776078
iFAST,CORAL,15,317.5184979
iFAST,CORAL,15,357.7744089
iFAST,CORAL,15,174.7452017
iFAST,CORAL,15,176.0595271
iFAST,CORAL,15,162.6909597
iFAST,CORAL,15,179.401669
iFAST,CORAL,15,67.49061196
iFAST,CORAL,15,302.4168985
iFAST,CORAL,15,82.47392211
iFAST,CORAL,15,298.8494437
iFAST,CORAL,15,161.7465229
iFAST,CORAL,15,305.1582058
iFAST,CORAL,15,203.8424896
iFAST,CORAL,15,120.4767038
iFAST,CORAL,15,157.0525035
iFAST,CORAL,15,159.4558414
iFAST,CORAL,15,184.8786509
iFAST,CORAL,15,151.644993
iFAST,CORAL,15,114.3181502
iFAST,CORAL,15,111.0135605
iFAST,CORAL,15,221.8675243
iFAST,CORAL,15,209.4753129
iFAST,CORAL,15,206.9968707
iFAST,CORAL,15,190.3237135
iFAST,CORAL,15,73.08588317
iFAST,CORAL,20,4.919332406
iFAST,CORAL,20,4.468706537
iFAST,CORAL,20,18.10013908
iFAST,CORAL,20,9.95132128
iFAST,CORAL,20,2.365785814
iFAST,CORAL,20,0.863699583
iFAST,CORAL,20,265.3059805
iFAST,CORAL,20,87.00834492
iFAST,CORAL,20,135.3379694
iFAST,CORAL,20,92.26564673
iFAST,CORAL,20,76.68150209
iFAST,CORAL,20,100.7899861
iFAST,CORAL,20,86.29485396
iFAST,CORAL,20,99.81363004
iFAST,CORAL,20,10.55215577
iFAST,CORAL,20,94.78164117
iFAST,CORAL,20,104.2072323
iFAST,CORAL,20,9.95132128
iFAST,CORAL,20,4.055632823
iFAST,CORAL,20,2.403337969
iFAST,CORAL,20,4.994436718
iFAST,CORAL,20,6.458970793
iFAST,CORAL,20,6.196105702
iFAST,CORAL,20,4.093184979
iFAST,CORAL,20,4.468706537
iFAST,CORAL,20,3.605006954
iFAST,CORAL,20,4.806675939
iFAST,CORAL,20,1.426981919
iFAST,CORAL,20,4.581363004
